instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_real,atemp_real,hum_real,windspeed_real
578,2012-07-31,3,1,7,0,2,1,1,0.828,0.662896,0.704167,0.165425,968,6248,7216,33.948,33.144800000000004,70.41669999999999,11.083475
579,2012-08-01,3,1,8,0,3,1,1,0.833,0.667308,0.6775,0.141179,1074,6506,7580,34.153,33.3654,67.75,9.458993
580,2012-08-02,3,1,8,0,4,1,1,0.873,0.707088,0.659583,0.129354,983,6278,7261,35.793,35.354400000000005,65.95830000000001,8.666718
581,2012-08-03,3,1,8,0,5,1,2,0.889,0.722867,0.6425,0.215792,1328,5847,7175,36.449,36.143350000000005,64.25,14.458064
582,2012-08-04,3,1,8,0,6,0,1,0.921,0.751267,0.613333,0.257458,2345,4479,6824,37.761,37.56335,61.3333,17.249686
583,2012-08-05,3,1,8,0,0,0,1,0.893,0.731079,0.6525,0.290421,1707,3757,5464,36.613,36.55395,65.25,19.458206999999998
584,2012-08-06,3,1,8,0,1,1,2,0.873,0.710246,0.654167,0.129354,1233,5780,7013,35.793,35.5123,65.4167,8.666718
585,2012-08-07,3,1,8,0,2,1,2,0.854,0.697621,0.70375,0.116908,1278,5995,7273,35.013999999999996,34.88105,70.375,7.8328359999999995
586,2012-08-08,3,1,8,0,3,1,2,0.87,0.707717,0.672917,0.1107,1263,6271,7534,35.67,35.385850000000005,67.29169999999999,7.4169
587,2012-08-09,3,1,8,0,4,1,1,0.877,0.699508,0.620417,0.1561,1196,6090,7286,35.957,34.9754,62.0417,10.458699999999999
588,2012-08-10,3,1,8,0,5,1,2,0.831,0.667942,0.715833,0.238813,1065,4721,5786,34.071,33.3971,71.58330000000001,16.000471
589,2012-08-11,3,1,8,0,6,0,2,0.804,0.638267,0.732917,0.206479,2247,4052,6299,32.964,31.91335,73.2917,13.834093
590,2012-08-12,3,1,8,0,0,0,1,0.813,0.644579,0.530417,0.122512,2182,4362,6544,33.333,32.22895,53.041700000000006,8.208304
591,2012-08-13,3,1,8,0,1,1,1,0.837,0.662254,0.545417,0.136212,1207,5676,6883,34.317,33.112700000000004,54.541700000000006,9.126204
592,2012-08-14,3,1,8,0,2,1,1,0.843,0.676779,0.686667,0.169158,1128,5656,6784,34.563,33.838950000000004,68.6667,11.333586
593,2012-08-15,3,1,8,0,3,1,1,0.82,0.654037,0.619583,0.169771,1198,6149,7347,33.62,32.70185,61.9583,11.374657000000001
594,2012-08-16,3,1,8,0,4,1,1,0.835,0.654688,0.519167,0.141796,1338,6267,7605,34.235,32.7344,51.916700000000006,9.500332
595,2012-08-17,3,1,8,0,5,1,1,0.839,0.2424,0.570833,0.231354,1483,5665,7148,34.399,12.120000000000001,57.0833,15.500718
596,2012-08-18,3,1,8,0,6,0,1,0.787,0.618071,0.603333,0.177867,2827,5038,7865,32.267,30.903550000000003,60.3333,11.917089
597,2012-08-19,3,1,8,0,0,0,2,0.738,0.603554,0.711667,0.08645,1208,3341,4549,30.258,30.1777,71.1667,5.79215
598,2012-08-20,3,1,8,0,1,1,2,0.738,0.595967,0.734167,0.129979,1026,5504,6530,30.258,29.798350000000003,73.4167,8.708593
599,2012-08-21,3,1,8,0,2,1,1,0.753,0.601025,0.67375,0.0727708,1081,5925,7006,30.873,30.051250000000003,67.375,4.8756436
600,2012-08-22,3,1,8,0,3,1,1,0.775,0.621854,0.677083,0.0702833,1094,6281,7375,31.775000000000002,31.0927,67.7083,4.708981100000001
601,2012-08-23,3,1,8,0,4,1,1,0.808,0.637008,0.635833,0.0845958,1363,6402,7765,33.128,31.8504,63.5833,5.6679186
602,2012-08-24,3,1,8,0,5,1,2,0.815,0.6471,0.615,0.0721458,1325,6257,7582,33.415,32.355000000000004,61.5,4.8337686
603,2012-08-25,3,1,8,0,6,0,2,0.768,0.618696,0.712917,0.244408,1829,4224,6053,31.488,30.934800000000003,71.2917,16.375336
604,2012-08-26,3,1,8,0,0,0,2,0.758,0.595996,0.845833,0.228858,1483,3772,5255,31.078,29.799799999999998,84.5833,15.333486
605,2012-08-27,3,1,8,0,1,1,1,0.816,0.654688,0.730417,0.128733,989,5928,6917,33.455999999999996,32.7344,73.04169999999999,8.625110999999999
606,2012-08-28,3,1,8,0,2,1,1,0.845,0.66605,0.62,0.190925,935,6105,7040,34.644999999999996,33.3025,62.0,12.791975
607,2012-08-29,3,1,8,0,3,1,1,0.795,0.635733,0.552083,0.112562,1177,6520,7697,32.595,31.786649999999998,55.2083,7.541653999999999
608,2012-08-30,3,1,8,0,4,1,1,0.82,0.652779,0.590417,0.0771167,1172,6541,7713,33.62,32.63895,59.0417,5.1668189
609,2012-08-31,3,1,8,0,5,1,1,0.887,0.6894,0.5875,0.168533,1433,5917,7350,36.367,34.47,58.75,11.291711
610,2012-09-01,3,1,9,0,6,0,2,0.874,0.702654,0.638333,0.113187,2352,3788,6140,35.834,35.1327,63.8333,7.5835289999999995
611,2012-09-02,3,1,9,0,0,0,2,0.809,0.649,0.815,0.0640708,2613,3197,5810,33.169000000000004,32.45,81.5,4.2927436
612,2012-09-03,3,1,9,1,1,0,1,0.821,0.661629,0.790833,0.151121,1965,4069,6034,33.661,33.081450000000004,79.0833,10.125107
613,2012-09-04,3,1,9,0,2,1,1,0.842,0.686888,0.755,0.236321,867,5997,6864,34.522,34.3444,75.5,15.833507
614,2012-09-05,3,1,9,0,3,1,1,0.855,0.708983,0.74125,0.187808,832,6280,7112,35.055,35.44915,74.125,12.583136
615,2012-09-06,3,1,9,0,4,1,2,0.809,0.655329,0.810417,0.142421,611,5592,6203,33.169000000000004,32.766450000000006,81.0417,9.542207
616,2012-09-07,3,1,9,0,5,1,1,0.816,0.657204,0.73625,0.171646,1045,6459,7504,33.455999999999996,32.8602,73.625,11.500282
617,2012-09-08,3,1,9,0,6,0,2,0.765,0.611121,0.799167,0.281104,1557,4419,5976,31.365000000000002,30.556050000000003,79.91669999999999,18.833968000000002
618,2012-09-09,3,1,9,0,0,0,1,0.708,0.578925,0.5475,0.224496,2570,5657,8227,29.028,28.946250000000003,54.75,15.041232
619,2012-09-10,3,1,9,0,1,1,1,0.677,0.565654,0.50375,0.258713,1118,6407,7525,27.757,28.2827,50.375,17.333771000000002
620,2012-09-11,3,1,9,0,2,1,1,0.67,0.554292,0.52,0.0920542,1070,6697,7767,27.470000000000002,27.7146,52.0,6.1676314
621,2012-09-12,3,1,9,0,3,1,1,0.695,0.570075,0.577083,0.131846,1050,6820,7870,28.494999999999997,28.50375,57.7083,8.833682
622,2012-09-13,3,1,9,0,4,1,1,0.711,0.579558,0.637083,0.0827208,1054,6750,7804,29.151,28.9779,63.708299999999994,5.5422936
623,2012-09-14,3,1,9,0,5,1,1,0.735,0.594083,0.6725,0.103863,1379,6630,8009,30.134999999999998,29.704150000000002,67.25,6.9588209999999995
624,2012-09-15,3,1,9,0,6,0,1,0.706,0.585867,0.501667,0.247521,3160,5554,8714,28.945999999999998,29.29335,50.1667,16.583907
625,2012-09-16,3,1,9,0,0,0,1,0.673,0.563125,0.57,0.0901833,2166,5167,7333,27.593000000000004,28.15625,56.99999999999999,6.042281099999999
626,2012-09-17,3,1,9,0,1,1,2,0.674,0.55305,0.734583,0.151742,1022,5847,6869,27.634,27.652500000000003,73.4583,10.166713999999999
627,2012-09-18,3,1,9,0,2,1,2,0.723,0.565067,0.8725,0.357587,371,3702,4073,29.643,28.253349999999998,87.25,23.958329
628,2012-09-19,3,1,9,0,3,1,1,0.641,0.540404,0.536667,0.215175,788,6803,7591,26.281,27.0202,53.6667,14.416725
629,2012-09-20,3,1,9,0,4,1,1,0.634,0.532192,0.618333,0.118167,939,6781,7720,25.994,26.6096,61.8333,7.917189
630,2012-09-21,3,1,9,0,5,1,1,0.695,0.571971,0.66875,0.154229,1250,6917,8167,28.494999999999997,28.59855,66.875,10.333343000000001
631,2012-09-22,3,1,9,0,6,0,1,0.754,0.610488,0.646667,0.283583,2512,5883,8395,30.914,30.5244,64.6667,19.000061
632,2012-09-23,4,1,9,0,0,0,1,0.614,0.518933,0.467083,0.223258,2454,5453,7907,25.174,25.946649999999998,46.7083,14.958286000000001
633,2012-09-24,4,1,9,0,1,1,1,0.597,0.502513,0.492917,0.142404,1001,6435,7436,24.477,25.12565,49.2917,9.541068000000001
634,2012-09-25,4,1,9,0,2,1,1,0.638,0.544179,0.57,0.236321,845,6693,7538,26.158,27.208949999999998,56.99999999999999,15.833507
635,2012-09-26,4,1,9,0,3,1,1,0.737,0.596613,0.630833,0.2444,787,6946,7733,30.217,29.83065,63.083299999999994,16.3748
636,2012-09-27,4,1,9,0,4,1,2,0.754,0.607975,0.690833,0.134342,751,6642,7393,30.914,30.398750000000003,69.08330000000001,9.000914
637,2012-09-28,4,1,9,0,5,1,2,0.719,0.585863,0.69,0.164179,1045,6370,7415,29.479,29.29315,69.0,10.999993
638,2012-09-29,4,1,9,0,6,0,1,0.63,0.530296,0.542917,0.227604,2589,5966,8555,25.830000000000002,26.5148,54.2917,15.249468
639,2012-09-30,4,1,9,0,0,0,1,0.611,0.517663,0.583333,0.134958,2015,4874,6889,25.051,25.88315,58.3333,9.042186
640,2012-10-01,4,1,10,0,1,1,2,0.604,0.512,0.649167,0.0908042,763,6015,6778,24.764,25.6,64.9167,6.0838814
641,2012-10-02,4,1,10,0,2,1,3,0.686,0.542333,0.871667,0.104475,315,4324,4639,28.126,27.116649999999996,87.16669999999999,6.9998249999999995
642,2012-10-03,4,1,10,0,3,1,2,0.763,0.599133,0.79375,0.0665458,728,6844,7572,31.283,29.95665,79.375,4.4585686
643,2012-10-04,4,1,10,0,4,1,2,0.763,0.607975,0.722917,0.117546,891,6437,7328,31.283,30.398750000000003,72.2917,7.875582
644,2012-10-05,4,1,10,0,5,1,1,0.714,0.580187,0.6275,0.10635,1516,6640,8156,29.273999999999997,29.00935,62.74999999999999,7.12545
645,2012-10-06,4,1,10,0,6,0,1,0.643,0.538521,0.664167,0.268025,3031,4934,7965,26.363,26.92605,66.41669999999999,17.957675000000002
646,2012-10-07,4,1,10,0,0,0,2,0.483,0.419813,0.708333,0.141162,781,2729,3510,19.803,20.99065,70.8333,9.457854000000001
647,2012-10-08,4,1,10,1,1,0,2,0.445,0.387608,0.709583,0.189679,874,4604,5478,18.245,19.3804,70.9583,12.708492999999999
648,2012-10-09,4,1,10,0,2,1,2,0.518,0.438112,0.761667,0.1903,601,5791,6392,21.238,21.9056,76.16669999999999,12.7501
649,2012-10-10,4,1,10,0,3,1,1,0.597,0.503142,0.630833,0.187821,780,6911,7691,24.477,25.1571,63.083299999999994,12.584007
650,2012-10-11,4,1,10,0,4,1,1,0.505,0.431167,0.463333,0.181596,834,6736,7570,20.705000000000002,21.55835,46.3333,12.166932000000001
651,2012-10-12,4,1,10,0,5,1,1,0.508,0.433071,0.539167,0.235092,1060,6222,7282,20.828,21.65355,53.91669999999999,15.751164
652,2012-10-13,4,1,10,0,6,0,1,0.456,0.391396,0.494583,0.146142,2252,4857,7109,18.696,19.5698,49.4583,9.791514
653,2012-10-14,4,1,10,0,0,0,1,0.605,0.508204,0.640417,0.278612,2080,4559,6639,24.805,25.4102,64.0417,18.667004000000002
654,2012-10-15,4,1,10,0,1,1,2,0.652,0.53915,0.7075,0.296037,760,5115,5875,26.732,26.9575,70.75,19.834478999999998
655,2012-10-16,4,1,10,0,2,1,1,0.544,0.460846,0.558333,0.182221,922,6612,7534,22.304000000000002,23.042299999999997,55.833299999999994,12.208807
656,2012-10-17,4,1,10,0,3,1,1,0.529,0.450108,0.692917,0.101371,979,6482,7461,21.689,22.5054,69.2917,6.791857
657,2012-10-18,4,1,10,0,4,1,2,0.606,0.512625,0.728333,0.236937,1008,6501,7509,24.846,25.63125,72.8333,15.874779
658,2012-10-19,4,1,10,0,5,1,2,0.654,0.537896,0.815,0.134954,753,4671,5424,26.814,26.894800000000004,81.5,9.041917999999999
659,2012-10-20,4,1,10,0,6,0,1,0.562,0.472842,0.572917,0.117537,2806,5284,8090,23.042,23.6421,57.2917,7.874979
660,2012-10-21,4,1,10,0,0,0,1,0.539,0.456429,0.51,0.166054,2132,4692,6824,22.099,22.82145,51.0,11.125618000000001
661,2012-10-22,4,1,10,0,1,1,1,0.566,0.482942,0.568333,0.0814833,830,6228,7058,23.206,24.1471,56.833299999999994,5.4593811
662,2012-10-23,4,1,10,0,2,1,1,0.632,0.530304,0.641667,0.0945458,841,6625,7466,25.912,26.5152,64.16669999999999,6.3345686
663,2012-10-24,4,1,10,0,3,1,1,0.682,0.558721,0.63625,0.0727792,795,6898,7693,27.962000000000003,27.93605,63.625,4.8762064
664,2012-10-25,4,1,10,0,4,1,2,0.638,0.529688,0.800417,0.124375,875,6484,7359,26.158,26.4844,80.0417,8.333125
665,2012-10-26,4,1,10,0,5,1,2,0.633,0.52275,0.807083,0.132467,1182,6262,7444,25.953,26.137500000000003,80.7083,8.875289
666,2012-10-27,4,1,10,0,6,0,2,0.615,0.515133,0.72,0.235692,2643,5209,7852,25.215,25.756649999999997,72.0,15.791364000000002
667,2012-10-28,4,1,10,0,0,0,2,0.554,0.467771,0.694583,0.398008,998,3461,4459,22.714000000000002,23.38855,69.4583,26.666535999999997
668,2012-10-29,4,1,10,0,1,1,3,0.511,0.4394,0.88,0.3582,2,20,22,20.951,21.97,88.0,23.9994
669,2012-10-30,4,1,10,0,2,1,2,0.369,0.309909,0.825455,0.213009,87,1009,1096,15.129,15.49545,82.5455,14.271603
670,2012-10-31,4,1,10,0,3,1,2,0.415,0.3611,0.666667,0.166667,419,5147,5566,17.015,18.055,66.6667,11.166689
671,2012-11-01,4,1,11,0,4,1,2,0.425,0.369942,0.581667,0.157346,466,5520,5986,17.425,18.4971,58.166700000000006,10.542182
672,2012-11-02,4,1,11,0,5,1,1,0.412,0.356042,0.522083,0.266175,618,5229,5847,16.892,17.802100000000003,52.208299999999994,17.833725
673,2012-11-03,4,1,11,0,6,0,2,0.398,0.323846,0.49125,0.270529,1029,4109,5138,16.318,16.1923,49.125,18.125443
674,2012-11-04,4,1,11,0,0,0,1,0.378,0.329538,0.532917,0.179108,1201,3906,5107,15.498,16.4769,53.2917,12.000236
675,2012-11-05,4,1,11,0,1,1,1,0.37,0.308075,0.494167,0.236325,378,4881,5259,15.17,15.403749999999999,49.416700000000006,15.833775000000001
676,2012-11-06,4,1,11,0,2,1,1,0.326,0.281567,0.567083,0.173513,466,5220,5686,13.366,14.07835,56.7083,11.625371
677,2012-11-07,4,1,11,0,3,1,2,0.343,0.274621,0.5475,0.304108,326,4709,5035,14.063,13.73105,54.75,20.375236
678,2012-11-08,4,1,11,0,4,1,1,0.409,0.341891,0.333478,0.347835,340,4975,5315,16.769,17.09455,33.3478,23.304945
679,2012-11-09,4,1,11,0,5,1,1,0.42,0.355413,0.540833,0.214558,709,5283,5992,17.22,17.77065,54.0833,14.375386
680,2012-11-10,4,1,11,0,6,0,1,0.452,0.393937,0.645417,0.0578458,2090,4446,6536,18.532,19.696849999999998,64.5417,3.8756686
681,2012-11-11,4,1,11,0,0,0,1,0.488,0.421713,0.659167,0.1275,2290,4562,6852,20.008,21.08565,65.91669999999999,8.5425
682,2012-11-12,4,1,11,1,1,0,1,0.563,0.475383,0.741667,0.173517,1097,5172,6269,23.083,23.76915,74.16669999999999,11.625639
683,2012-11-13,4,1,11,0,2,1,2,0.398,0.323225,0.662917,0.342046,327,3767,4094,16.318,16.16125,66.29169999999999,22.917082
684,2012-11-14,4,1,11,0,3,1,1,0.336,0.281563,0.552083,0.199625,373,5122,5495,13.776000000000002,14.07815,55.2083,13.374875
685,2012-11-15,4,1,11,0,4,1,2,0.373,0.324492,0.620417,0.152987,320,5125,5445,15.293,16.2246,62.0417,10.250129000000001
686,2012-11-16,4,1,11,0,5,1,1,0.4,0.347204,0.524583,0.171025,484,5214,5698,16.400000000000002,17.3602,52.4583,11.458675000000001
687,2012-11-17,4,1,11,0,6,0,1,0.377,0.326383,0.545417,0.179729,1313,4316,5629,15.457,16.31915,54.541700000000006,12.041843
688,2012-11-18,4,1,11,0,0,0,1,0.397,0.337746,0.692917,0.227612,922,3747,4669,16.277,16.8873,69.2917,15.250004
689,2012-11-19,4,1,11,0,1,1,2,0.442,0.375621,0.623333,0.235067,449,5050,5499,18.122,18.78105,62.3333,15.749489
690,2012-11-20,4,1,11,0,2,1,2,0.434,0.380667,0.685,0.082725,534,5100,5634,17.794,19.03335,68.5,5.542575
691,2012-11-21,4,1,11,0,3,1,1,0.41,0.364892,0.61375,0.103246,615,4531,5146,16.81,18.2446,61.375,6.917482000000001
692,2012-11-22,4,1,11,1,4,0,1,0.395,0.350371,0.580417,0.0528708,955,1470,2425,16.195,17.518549999999998,58.0417,3.5423436
693,2012-11-23,4,1,11,0,5,1,1,0.427,0.378779,0.56875,0.148021,1603,2307,3910,17.506999999999998,18.93895,56.875,9.917407
694,2012-11-24,4,1,11,0,6,0,1,0.323,0.248742,0.404583,0.376871,532,1745,2277,13.243,12.4371,40.4583,25.250357
695,2012-11-25,4,1,11,0,0,0,1,0.285,0.257583,0.468333,0.1505,309,2115,2424,11.684999999999999,12.879150000000001,46.8333,10.083499999999999
696,2012-11-26,4,1,11,0,1,1,1,0.364,0.339004,0.535417,0.04665,337,4750,5087,14.924,16.950200000000002,53.541700000000006,3.1255499999999996
697,2012-11-27,4,1,11,0,2,1,2,0.338,0.281558,0.786667,0.237562,123,3836,3959,13.858,14.0779,78.6667,15.916654
698,2012-11-28,4,1,11,0,3,1,1,0.344,0.289762,0.50625,0.210821,198,5062,5260,14.104,14.488100000000001,50.625,14.125007
699,2012-11-29,4,1,11,0,4,1,1,0.326,0.298422,0.555652,0.115522,243,5080,5323,13.366,14.921100000000001,55.565200000000004,7.739974
700,2012-11-30,4,1,11,0,5,1,1,0.346,0.323867,0.649583,0.0584708,362,5306,5668,14.185999999999998,16.193350000000002,64.95830000000001,3.9175436
701,2012-12-01,4,1,12,0,6,0,2,0.346,0.316904,0.806667,0.0597042,951,4240,5191,14.185999999999998,15.8452,80.6667,4.0001814
702,2012-12-02,4,1,12,0,0,0,2,0.403,0.359208,0.823333,0.124379,892,3757,4649,16.523,17.9604,82.3333,8.333393000000001
703,2012-12-03,4,1,12,0,1,1,1,0.525,0.455796,0.7675,0.0827208,555,5679,6234,21.525000000000002,22.7898,76.75,5.5422936
704,2012-12-04,4,1,12,0,2,1,1,0.552,0.469054,0.73375,0.174129,551,6055,6606,22.632,23.4527,73.375,11.666643
705,2012-12-05,4,1,12,0,3,1,1,0.509,0.428012,0.485,0.324021,331,5398,5729,20.869,21.4006,48.5,21.709407
706,2012-12-06,4,1,12,0,4,1,1,0.297,0.258204,0.50875,0.174754,340,5035,5375,12.177,12.9102,50.875,11.708518
707,2012-12-07,4,1,12,0,5,1,2,0.372,0.321958,0.764167,0.1306,349,4659,5008,15.252,16.097900000000003,76.4167,8.7502
708,2012-12-08,4,1,12,0,6,0,2,0.443,0.389508,0.91125,0.101379,1153,4429,5582,18.163,19.4754,91.125,6.792393
709,2012-12-09,4,1,12,0,0,0,2,0.446,0.390146,0.905417,0.157975,441,2787,3228,18.286,19.5073,90.5417,10.584325
710,2012-12-10,4,1,12,0,1,1,2,0.506,0.435575,0.925,0.190308,329,4841,5170,20.746,21.77875,92.5,12.750636
711,2012-12-11,4,1,12,0,2,1,2,0.41,0.338363,0.596667,0.296037,282,5219,5501,16.81,16.91815,59.66669999999999,19.834478999999998
712,2012-12-12,4,1,12,0,3,1,2,0.345,0.297338,0.538333,0.162937,310,5009,5319,14.145,14.8669,53.833299999999994,10.916779
713,2012-12-13,4,1,12,0,4,1,1,0.343,0.294188,0.485833,0.174129,425,5107,5532,14.063,14.7094,48.5833,11.666643
714,2012-12-14,4,1,12,0,5,1,1,0.327,0.294192,0.642917,0.131229,429,5182,5611,13.407,14.7096,64.29169999999999,8.792343
715,2012-12-15,4,1,12,0,6,0,1,0.376,0.338383,0.650417,0.10635,767,4280,5047,15.416,16.91915,65.0417,7.12545
716,2012-12-16,4,1,12,0,0,0,2,0.421,0.369938,0.83875,0.100742,538,3248,3786,17.261,18.4969,83.875,6.749714
717,2012-12-17,4,1,12,0,1,1,2,0.456,0.4015,0.907083,0.0982583,212,4373,4585,18.696,20.075000000000003,90.7083,6.583306100000001
718,2012-12-18,4,1,12,0,2,1,1,0.477,0.409708,0.66625,0.221404,433,5124,5557,19.557,20.485400000000002,66.625,14.834067999999998
719,2012-12-19,4,1,12,0,3,1,1,0.386,0.342162,0.625417,0.184092,333,4934,5267,15.826,17.1081,62.5417,12.334164000000001
720,2012-12-20,4,1,12,0,4,1,2,0.383,0.335217,0.667917,0.132463,314,3814,4128,15.703,16.760849999999998,66.79169999999999,8.875021
721,2012-12-21,1,1,12,0,5,1,2,0.379,0.301767,0.556667,0.374383,221,3402,3623,15.539,15.08835,55.666700000000006,25.083661000000003
722,2012-12-22,1,1,12,0,6,0,1,0.309,0.236113,0.44125,0.407346,205,1544,1749,12.669,11.80565,44.125,27.292182
723,2012-12-23,1,1,12,0,0,0,1,0.285,0.259471,0.515417,0.133083,408,1379,1787,11.684999999999999,12.97355,51.5417,8.916561
724,2012-12-24,1,1,12,0,1,1,2,0.268,0.2589,0.791304,0.0772304,174,746,920,10.988000000000001,12.945,79.1304,5.1744368000000005
725,2012-12-25,1,1,12,1,2,0,2,0.338,0.294465,0.734783,0.168726,440,573,1013,13.858,14.723249999999998,73.47829999999999,11.304642
726,2012-12-26,1,1,12,0,3,1,3,0.282,0.220333,0.823333,0.316546,9,432,441,11.562,11.01665,82.3333,21.208582
727,2012-12-27,1,1,12,0,4,1,2,0.295,0.226642,0.652917,0.350133,247,1867,2114,12.094999999999999,11.3321,65.29169999999999,23.458911
728,2012-12-28,1,1,12,0,5,1,2,0.294,0.255046,0.59,0.155471,644,2451,3095,12.053999999999998,12.7523,59.0,10.416557
729,2012-12-29,1,1,12,0,6,0,2,0.294,0.2424,0.752917,0.124383,159,1182,1341,12.053999999999998,12.120000000000001,75.29169999999999,8.333661
730,2012-12-30,1,1,12,0,0,0,1,0.297,0.2317,0.483333,0.350754,364,1432,1796,12.177,11.584999999999999,48.3333,23.500518
731,2012-12-31,1,1,12,0,1,1,2,0.25,0.223487,0.5775,0.154846,439,2290,2729,10.25,11.17435,57.75,10.374682
